Vg (V),Id (A),G (S),cycle,idx_in_cycle
0.6400000000000012,-2.29255e-05,-3.582109374999993e-05,2,88
0.6200000000000012,-2.52611e-05,-4.0743709677419274e-05,2,89
0.6000000000000012,-2.77049e-05,-4.617483333333324e-05,2,90
0.5800000000000012,-3.02388e-05,-5.213586206896541e-05,2,91
0.5600000000000012,-3.28659e-05,-5.868910714285702e-05,2,92
0.5400000000000011,-3.55741e-05,-6.587796296296282e-05,2,93
0.5200000000000011,-3.83495e-05,-7.37490384615383e-05,2,94
0.5000000000000011,-4.11804e-05,-8.236079999999983e-05,2,95
0.4800000000000011,-4.4071e-05,-9.181458333333312e-05,2,96
0.4600000000000011,-4.69851e-05,-0.0001021415217391302,2,97
0.44000000000000106,-4.99103e-05,-0.00011343249999999973,2,98
0.42000000000000104,-5.28397e-05,-0.00012580880952380922,2,99
0.400000000000001,-5.57389e-05,-0.00013934724999999966,2,100
0.380000000000001,-5.8594e-05,-0.00015419473684210485,2,101
0.360000000000001,-6.14278e-05,-0.00017063277777777728,2,102
0.34000000000000097,-6.41964e-05,-0.00018881294117647005,2,103
0.32000000000000095,-6.69175e-05,-0.0002091171874999994,2,104
0.30000000000000093,-6.95709e-05,-0.00023190299999999926,2,105
0.2800000000000009,-7.21384e-05,-0.000257637142857142,2,106
0.2600000000000009,-7.46086e-05,-0.0002869561538461529,2,107
0.24000000000000088,-7.69942e-05,-0.0003208091666666655,2,108
0.22000000000000086,-7.92685e-05,-0.0003603113636363622,2,109
